"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"06:42:13:808","65341792050750","  90.292","  49.401"," 3693"," 3600"," 3800"," 3900","  37.032"," 349.254","  97.015","  32.135"," 247.151","  68.653"," 65","0"," 59"," 67","   1.386","  70.910","  19.697","  15.000","    0","    0"
"06:42:13:914","65341938492252","  90.397","  40.950"," 3678"," 3200"," 3700"," 3900","  29.505"," 352.358","  97.877","  25.381"," 249.821","  69.395"," 58","0"," 54"," 66","   1.366","  71.054","  19.737","  15.000","    0","    0"
"06:42:14:015","65342079115054","  90.498","  18.671"," 3476"," 3100"," 3700"," 3900","  14.670"," 353.840","  98.289","  11.229"," 250.955","  69.710"," 56","0"," 52"," 62","   0.841","  71.139","  19.761","  15.000","    0","    0"
"06:42:14:120","65342225554006","  90.603","  15.441"," 3679"," 3200"," 3800"," 3900","  14.755"," 355.392","  98.720","  12.122"," 252.230","  70.064"," 63","0"," 51"," 63","   0.662","  71.208","  19.780","  15.000","    0","    0"
"06:42:14:225","65342371368538","  90.708","  12.667"," 3866"," 3700"," 3900"," 3900","  13.888"," 356.847","  99.124","  12.421"," 253.532","  70.425"," 63","0"," 50"," 68","   0.583","  71.269","  19.797","  15.000","    0","    0"
"06:42:14:325","65342511203872","  90.808","  14.151"," 3800"," 3600"," 3900"," 3900","  13.635"," 358.216","  99.505","  12.723"," 254.810","  70.780"," 56","0"," 50"," 65","   0.588","  71.328","  19.813","  15.000","    0","    0"
"06:42:14:427","65342652823608","  90.910","   0.000"," 3700"," 3700"," 3700"," 3900","  14.040"," 359.645","  99.901","  12.903"," 256.122","  71.145"," 58","0"," 42"," 49","   0.950","  71.425","  19.840","  15.000","    0","    0"
"06:42:14:527","65342792413978","  91.010","   0.000"," 2800"," 2800"," 2800"," 3900","  11.950"," 360.843"," 100.234","  10.308"," 257.156","  71.432"," 53","0"," 48"," 50","   1.642","  71.590","  19.886","  15.000","    0","    0"
"06:42:14:627","65342932114246","  91.111","  19.424"," 3252"," 2700"," 3700"," 3900","  10.714"," 361.918"," 100.533","   9.265"," 258.086","  71.691"," 52","0"," 50"," 57","   1.539","  71.744","  19.929","  15.000","    0","    0"
"06:42:14:728","65343072714158","  91.212","  13.747"," 2528"," 1100"," 3000"," 3514","   4.506"," 362.373"," 100.659","   3.299"," 258.419","  71.783"," 50","0"," 48"," 52","   1.427","  71.888","  19.969","  15.000","    0","    0"
"06:42:14:831","65343215191716","  91.314","   0.045"," 1197"," 1100"," 1200"," 1200","   3.028"," 362.683"," 100.745","   1.633"," 258.586","  71.830"," 50","0"," 48"," 48","   1.048","  71.996","  19.999","  15.000","    0","    0"
"06:42:14:933","65343358064794","  91.417","   3.269"," 1197"," 1100"," 1200"," 1200","   0.836"," 362.769"," 100.769","   0.301"," 258.617","  71.838"," 49","0"," 47"," 49","   0.455","  72.042","  20.012","  15.000","    0","    0"
"06:42:15:039","65343505131394","  91.522","   2.437"," 1370"," 1100"," 1700"," 1384","   0.490"," 362.821"," 100.784","   0.266"," 258.645","  71.846"," 50","0"," 47"," 49","   0.247","  72.069","  20.019","  15.000","    0","    0"
"06:42:15:145","65343652242212","  91.628","   1.327"," 1219"," 1100"," 1700"," 1265","   0.450"," 362.868"," 100.797","   0.185"," 258.665","  71.851"," 50","0"," 47"," 49","   0.322","  72.103","  20.029","  15.000","    0","    0"
"06:42:15:246","65343792842014","  91.729","  10.908"," 1748"," 1100"," 2600"," 1773","   2.216"," 363.092"," 100.859","   1.383"," 258.805","  71.890"," 50","0"," 47"," 49","   0.671","  72.170","  20.047","  15.000","    0","    0"
"06:42:15:348","65343934440342","  91.831","  13.839"," 2029"," 1800"," 2600"," 2027","   3.763"," 363.475"," 100.965","   2.365"," 259.045","  71.957"," 49","0"," 47"," 49","   0.843","  72.256","  20.071","  15.000","    0","    0"
"06:42:15:448","65344074903036","  91.932","  16.070"," 2790"," 1900"," 3100"," 2808","   8.464"," 364.329"," 101.203","   6.191"," 259.670","  72.131"," 50","0"," 48"," 51","   1.310","  72.388","  20.108","  15.000","    0","    0"
"06:42:15:554","65344221303384","  92.037","   0.000"," 1200"," 1200"," 1200"," 1200","   5.780"," 364.937"," 101.371","   1.807"," 259.860","  72.183"," 51","0"," 51"," 52","   1.769","  72.574","  20.160","  15.000","  550","  533"
"06:42:15:659","65344367441108","  92.142","   0.000"," 1200"," 1200"," 1200"," 1200","  11.066"," 366.099"," 101.694","   4.743"," 260.358","  72.322"," 50","0"," 51"," 52","   2.587","  72.846","  20.235","  15.000","    0","    0"
"06:42:15:760","65344509159418","  92.244","   0.000"," 1700"," 1700"," 1700"," 1700","   3.882"," 366.494"," 101.804","   1.559"," 260.517","  72.366"," 50","0"," 51"," 53","   1.245","  72.973","  20.270","  15.000","  600","  600"
"06:42:15:861","65344649293476","  92.344","   0.000"," 1200"," 1200"," 1200"," 1200","   2.021"," 366.698"," 101.860","   1.091"," 260.626","  72.396"," 50","0"," 51"," 52","   0.904","  73.064","  20.295","  15.000","    0","    0"
"06:42:15:962","65344789351758","  92.445","   0.000"," 1700"," 1700"," 1700"," 1700","   4.578"," 367.158"," 101.988","   3.154"," 260.944","  72.484"," 50","0"," 51"," 52","   1.233","  73.188","  20.330","  15.000","    0","    0"
"06:42:16:067","65344936166622","  92.550","   0.000"," 1200"," 1200"," 1200"," 1200","   2.476"," 367.419"," 102.061","   1.319"," 261.083","  72.523"," 49","0"," 51"," 53","   0.848","  73.277","  20.355","  15.000","    0","    0"
"06:42:16:168","65345076379888","  92.651","   7.421"," 1197"," 1100"," 1200"," 1200","   1.359"," 367.556"," 102.099","   0.619"," 261.145","  72.540"," 50","0"," 47"," 49","   0.542","  73.332","  20.370","  15.000","  500","  500"
"06:42:16:270","65345218929760","  92.753","  19.324"," 1627"," 1100"," 2600"," 1632","   8.515"," 368.428"," 102.341","   2.676"," 261.419","  72.616"," 50","0"," 47"," 50","   2.591","  73.597","  20.444","  15.000","  550","  533"
"06:42:16:371","65345358911064","  92.854","  10.707"," 1374"," 1100"," 1700"," 1374","   6.633"," 369.095"," 102.526","   1.628"," 261.583","  72.662"," 49","0"," 47"," 49","   2.022","  73.801","  20.500","  15.000","    0","    0"
"06:42:16:471","65345498776290","  92.954","   8.208"," 1197"," 1100"," 1200"," 1200","   1.259"," 369.222"," 102.562","   0.722"," 261.656","  72.682"," 49","0"," 47"," 48","   0.499","  73.851","  20.514","  15.000","    0","    0"
"06:42:16:574","65345641429328","  93.057","  15.224"," 1489"," 1100"," 2600"," 1506","   2.962"," 369.525"," 102.646","   1.738"," 261.834","  72.732"," 49","0"," 47"," 49","   0.920","  73.945","  20.540","  15.000","    0","    0"
"06:42:16:675","65345782390860","  93.158","  15.901"," 1441"," 1100"," 2000"," 1438","   3.574"," 369.887"," 102.746","   1.927"," 262.029","  72.786"," 49","0"," 47"," 49","   1.119","  74.058","  20.572","  15.000","    0","    0"
"06:42:16:776","65345922590674","  93.259","  10.029"," 1263"," 1100"," 1700"," 1258","   2.383"," 370.127"," 102.813","   1.194"," 262.149","  72.819"," 49","0"," 47"," 49","   0.814","  74.140","  20.595","  15.000","    0","    0"
"06:42:16:877","65346062765192","  93.360","  16.098"," 1281"," 1100"," 2000"," 1285","   2.555"," 370.384"," 102.885","   1.491"," 262.299","  72.861"," 49","0"," 47"," 48","   0.744","  74.215","  20.615","  15.000","    0","    0"
"06:42:16:982","65346209537556","  93.465","  10.263"," 1238"," 1100"," 1700"," 1238","   2.182"," 370.614"," 102.948","   1.225"," 262.428","  72.897"," 49","0"," 47"," 48","   0.636","  74.282","  20.634","  15.000","    0","    0"
"06:42:17:087","65346356383748","  93.571","   8.074"," 1197"," 1100"," 1200"," 1200","   1.811"," 370.805"," 103.002","   0.901"," 262.524","  72.923"," 49","0"," 46"," 49","   0.586","  74.344","  20.651","  15.000","    0","    0"
"06:42:17:192","65346501641700","  93.675","  16.004"," 1710"," 1100"," 3100"," 1735","   3.137"," 371.133"," 103.092","   2.156"," 262.749","  72.986"," 50","0"," 46"," 50","   0.825","  74.430","  20.675","  15.000","  500","  500"
"06:42:17:297","65346647531970","  93.780","  22.350"," 3328"," 1900"," 3700"," 3552","  13.790"," 372.578"," 103.494","  11.199"," 263.922","  73.312"," 57","0"," 47"," 57","   1.977","  74.637","  20.733","  15.000","    0","    0"
"06:42:17:402","65346794827028","  93.886","  42.316"," 3383"," 2600"," 3600"," 3890","  24.047"," 375.123"," 104.201","  21.289"," 266.175","  73.937"," 53","0"," 51"," 60","   2.601","  74.912","  20.809","  15.000","    0","    0"
"06:42:17:506","65346939393008","  93.989","  18.710"," 1846"," 1100"," 2600"," 1854","   4.627"," 375.603"," 104.334","   2.897"," 266.476","  74.021"," 50","0"," 48"," 53","   1.398","  75.058","  20.849","  15.000","  500","  500"
"06:42:17:608","65347080555070","  94.091","  17.024"," 2542"," 1100"," 3100"," 2539","   6.027"," 376.214"," 104.504","   4.559"," 266.938","  74.149"," 49","0"," 48"," 52","   1.159","  75.175","  20.882","  15.000","    0","    0"
"06:42:17:710","65347223614558","  94.194","   1.144"," 1241"," 1100"," 2400"," 1200","   0.279"," 376.243"," 104.512","   0.134"," 266.952","  74.153"," 49","0"," 47"," 48","   0.293","  75.205","  20.890","  15.000","    0","    0"
"06:42:17:811","65347363374376","  94.294","  11.785"," 1221"," 1100"," 1700"," 1229","   1.474"," 376.391"," 104.553","   1.056"," 267.058","  74.183"," 49","0"," 47"," 49","   0.367","  75.242","  20.901","  15.000","    0","    0"
"06:42:17:915","65347508084896","  94.398","   8.649"," 1542"," 1100"," 2000"," 1547","   1.447"," 376.541"," 104.595","   1.096"," 267.172","  74.214"," 49","0"," 46"," 48","   0.375","  75.281","  20.911","  15.000","    0","    0"
"06:42:18:019","65347652896714","  94.502","   8.540"," 1198"," 1100"," 1400"," 1200","   1.241"," 376.670"," 104.631","   0.775"," 267.253","  74.237"," 49","0"," 46"," 48","   0.437","  75.326","  20.924","  15.000","    0","    0"
"06:42:18:123","65347798223468","  94.606","   4.998"," 1197"," 1100"," 1200"," 1200","   0.688"," 376.742"," 104.651","   0.436"," 267.298","  74.249"," 49","0"," 46"," 48","   0.359","  75.364","  20.934","  15.000","    0","    0"
"06:42:18:229","65347944989050","  94.712","   5.463"," 1197"," 1100"," 1200"," 1200","   0.658"," 376.812"," 104.670","   0.416"," 267.342","  74.262"," 49","0"," 46"," 47","   0.365","  75.402","  20.945","  15.000","    0","    0"
"06:42:18:334","65348091739526","  94.817","   4.639"," 1197"," 1100"," 1200"," 1200","   0.552"," 376.870"," 104.686","   0.362"," 267.380","  74.272"," 48","0"," 46"," 47","   0.341","  75.438","  20.955","  15.000","    0","    0"
"06:42:18:435","65348232085074","  94.918","  12.220"," 1280"," 1100"," 2000"," 1293","   1.552"," 377.026"," 104.730","   1.025"," 267.483","  74.301"," 49","0"," 46"," 48","   0.506","  75.489","  20.969","  15.000","    0","    0"
"06:42:18:536","65348373274792","  95.019","   0.000"," 1200"," 1200"," 1200"," 1200","   4.537"," 377.486"," 104.857","   1.920"," 267.678","  74.355"," 49","0"," 53"," 54","   1.517","  75.643","  21.012","  15.000","    0","    0"
"06:42:18:641","65348518318264","  95.124","   0.000"," 1200"," 1200"," 1200"," 1200","   4.311"," 377.936"," 104.982","   1.719"," 267.857","  74.405"," 49","0"," 53"," 54","   1.494","  75.799","  21.055","  15.000","    0","    0"
"06:42:18:741","65348658447282","  95.224","   0.000"," 1200"," 1200"," 1200"," 1200","   0.878"," 378.024"," 105.007","   0.474"," 267.905","  74.418"," 49","0"," 53"," 54","   0.466","  75.846","  21.068","  15.000","    0","    0"
"06:42:18:842","65348798691172","  95.325","   0.000"," 1200"," 1200"," 1200"," 1200","   0.714"," 378.096"," 105.027","   0.442"," 267.949","  74.430"," 49","0"," 53"," 54","   0.382","  75.884","  21.079","  15.000","    0","    0"
"06:42:18:943","65348939175852","  95.426","   0.045"," 1197"," 1100"," 1200"," 1200","   0.690"," 378.166"," 105.046","   0.478"," 267.998","  74.444"," 49","0"," 46"," 46","   0.366","  75.921","  21.089","  15.000","    0","    0"
"06:42:19:044","65349079324760","  95.527","   0.226"," 1197"," 1100"," 1200"," 1200","   1.110"," 378.277"," 105.077","   0.717"," 268.070","  74.464"," 49","0"," 46"," 47","   0.456","  75.967","  21.102","  15.000","    0","    0"
"06:42:19:144","65349219144650","  95.627","   0.090"," 1197"," 1100"," 1200"," 1200","   1.744"," 378.453"," 105.126","   0.994"," 268.170","  74.492"," 48","0"," 46"," 47","   0.597","  76.027","  21.119","  15.000","    0","    0"
"06:42:19:245","65349359593802","  95.728","   0.224"," 1197"," 1100"," 1200"," 1200","   2.568"," 378.712"," 105.198","   1.296"," 268.300","  74.528"," 49","0"," 46"," 47","   0.956","  76.124","  21.145","  15.000","    0","    0"
"06:42:19:348","65349502880642","  95.831","   0.000"," 1200"," 1200"," 1200"," 1200","   1.865"," 378.904"," 105.251","   1.116"," 268.415","  74.560"," 49","0"," 53"," 54","   0.619","  76.187","  21.163","  15.000","    0","    0"
"06:42:19:453","65349648602810","  95.936","   0.000"," 1700"," 1700"," 1700"," 1700","   3.515"," 379.271"," 105.353","   1.895"," 268.614","  74.615"," 49","0"," 53"," 53","   1.126","  76.305","  21.196","  15.000","    0","    0"
"06:42:19:555","65349790841116","  96.038","  18.761"," 1545"," 1100"," 2600"," 1544","   3.856"," 379.666"," 105.463","   2.090"," 268.827","  74.674"," 49","0"," 46"," 48","   1.289","  76.437","  21.233","  15.000","    0","    0"
"06:42:19:655","65349931043044","  96.139","   0.000"," 1200"," 1200"," 1200"," 1200","   2.843"," 379.952"," 105.542","   1.681"," 268.997","  74.721"," 49","0"," 53"," 54","   0.946","  76.532","  21.259","  15.000","    0","    0"
"06:42:19:756","65350071407656","  96.239","  22.307"," 2528"," 1100"," 3700"," 2562","   8.116"," 380.770"," 105.770","   6.474"," 269.649","  74.903"," 53","0"," 46"," 53","   1.303","  76.664","  21.295","  15.000","    0","    0"
"06:42:19:857","65350211683120","  96.340","   8.035"," 2046"," 1100"," 3700"," 2041","   3.222"," 381.095"," 105.860","   1.960"," 269.847","  74.957"," 49","0"," 46"," 53","   0.976","  76.762","  21.323","  15.000","    0","    0"
"06:42:19:958","65350351842102","  96.441","   5.988"," 1210"," 1100"," 1700"," 1215","   0.917"," 381.187"," 105.885","   0.527"," 269.900","  74.972"," 48","0"," 46"," 47","   0.371","  76.799","  21.333","  15.000","    0","    0"
"06:42:20:061","65350496166220","  96.545","  16.902"," 2151"," 1100"," 3100"," 2202","   5.196"," 381.726"," 106.035","   3.537"," 270.267","  75.074"," 49","0"," 46"," 50","   1.285","  76.933","  21.370","  15.000","  500","  500"
"06:42:20:164","65350638259902","  96.647","  15.279"," 1744"," 1100"," 3100"," 1773","   4.520"," 382.187"," 106.163","   2.287"," 270.500","  75.139"," 49","0"," 46"," 49","   1.506","  77.086","  21.413","  15.000","  500","  500"
"06:42:20:264","65350778054976","  96.747","   0.000"," 1200"," 1200"," 1200"," 1200","   2.828"," 382.471"," 106.242","   1.105"," 270.611","  75.170"," 49","0"," 54"," 54","   1.051","  77.192","  21.442","  15.000","    0","    0"
"06:42:20:369","65350924978882","  96.853","  10.357"," 1801"," 1100"," 3100"," 1794","   2.522"," 382.738"," 106.316","   2.004"," 270.823","  75.228"," 48","0"," 46"," 49","   0.500","  77.245","  21.457","  15.000","    0","    0"
"06:42:20:473","65351069087260","  96.956","  15.606"," 1368"," 1100"," 2000"," 1376","   2.426"," 382.989"," 106.386","   1.348"," 270.962","  75.267"," 49","0"," 46"," 47","   0.924","  77.340","  21.483","  15.000","    0","    0"
"06:42:20:576","65351211912428","  97.059","   0.044"," 1876"," 1800"," 1900"," 1700","   3.718"," 383.370"," 106.492","   2.197"," 271.188","  75.330"," 49","0"," 47"," 47","   1.175","  77.461","  21.517","  15.000","    0","    0"
"06:42:20:676","65351351868928","  97.159","   0.000"," 1200"," 1200"," 1200"," 1200","   2.343"," 383.606"," 106.557","   1.359"," 271.324","  75.368"," 48","0"," 53"," 54","   0.818","  77.543","  21.540","  15.000","    0","    0"
"06:42:20:777","65351492342748","  97.260","   0.089"," 1696"," 1600"," 1700"," 1700","   4.321"," 384.042"," 106.678","   2.274"," 271.554","  75.432"," 49","0"," 47"," 47","   1.433","  77.688","  21.580","  15.000","  500","  500"
"06:42:20:881","65351636514478","  97.364","   0.000"," 1200"," 1200"," 1200"," 1200","   2.572"," 384.308"," 106.752","   1.417"," 271.700","  75.472"," 49","0"," 53"," 54","   0.833","  77.774","  21.604","  15.000","    0","    0"
"06:42:20:986","65351783373750","  97.469","   0.000"," 1200"," 1200"," 1200"," 1200","   2.346"," 384.556"," 106.821","   1.398"," 271.848","  75.513"," 48","0"," 53"," 53","   0.694","  77.847","  21.624","  15.000","    0","    0"
"06:42:21:087","65351923552032","  97.570","   0.045"," 1197"," 1100"," 1200"," 1200","   2.603"," 384.818"," 106.894","   1.481"," 271.997","  75.555"," 49","0"," 46"," 46","   0.831","  77.931","  21.647","  15.000","    0","    0"
"06:42:21:190","65352067086720","  97.673","  17.458"," 1449"," 1100"," 2000"," 1452","   3.216"," 385.150"," 106.986","   1.771"," 272.180","  75.605"," 48","0"," 46"," 47","   1.086","  78.043","  21.679","  15.000","    0","    0"
"06:42:21:291","65352207237442","  97.774","  17.280"," 1210"," 1100"," 1700"," 1213","   2.412"," 385.392"," 107.053","   1.422"," 272.323","  75.645"," 48","0"," 46"," 47","   0.739","  78.117","  21.699","  15.000","    0","    0"
"06:42:21:391","65352347514984","  97.875","   4.804"," 1310"," 1100"," 1700","   99","   2.776"," 385.672"," 107.131","   1.558"," 272.480","  75.689"," 48","0"," 46"," 47","   0.852","  78.203","  21.723","  15.000","    0","    0"
"06:42:21:497","65352494236508","  97.980","   0.000"," 1200"," 1200"," 1200"," 1200","   1.779"," 385.860"," 107.183","   0.948"," 272.580","  75.717"," 48","0"," 54"," 54","   0.574","  78.264","  21.740","  15.000","    0","    0"
"06:42:21:598","65352635726898","  98.082","   0.000"," 1200"," 1200"," 1200"," 1200","   2.775"," 386.142"," 107.262","   1.357"," 272.718","  75.755"," 49","0"," 53"," 54","   0.963","  78.362","  21.767","  15.000","  500","  500"
"06:42:21:703","65352781017478","  98.186","  17.275"," 1615"," 1100"," 2600"," 1627","   3.988"," 386.558"," 107.377","   2.044"," 272.931","  75.814"," 48","0"," 46"," 47","   1.268","  78.494","  21.804","  15.000","    0","    0"
