,CPU_count,CPU_vendor_id,CPU_GHz,core_architecture,memory_available_B,swap_free_B,os,model_name,nb_samples,nb_preds
59,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LassoLarsCV,500,20
60,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LassoLarsCV,500,500
61,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LassoLarsCV,2000,20
62,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LassoLarsCV,2000,500
63,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LassoLarsCV,2000,2000
64,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LinearRegression,20,20
65,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LinearRegression,500,20
66,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LinearRegression,500,500
67,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LinearRegression,2000,20
68,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LinearRegression,2000,500
69,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LinearRegression,2000,2000
70,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LogisticRegression,20,20
71,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LogisticRegression,500,20
72,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LogisticRegression,500,500
73,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LogisticRegression,2000,20
74,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LogisticRegression,2000,500
75,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LogisticRegression,2000,2000
76,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LogisticRegressionCV,20,20
77,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LogisticRegressionCV,500,20
78,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LogisticRegressionCV,500,500
79,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LogisticRegressionCV,2000,20
80,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LogisticRegressionCV,2000,500
81,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,LogisticRegressionCV,2000,2000
82,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,OrthogonalMatchingPursuit,20,20
83,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,OrthogonalMatchingPursuit,500,20
84,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,OrthogonalMatchingPursuit,500,500
85,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,OrthogonalMatchingPursuit,2000,20
86,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,OrthogonalMatchingPursuit,2000,500
87,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,OrthogonalMatchingPursuit,2000,2000
88,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,OrthogonalMatchingPursuitCV,20,20
89,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,OrthogonalMatchingPursuitCV,500,20
90,12,GenuineIntel,2.6,AMD64,2442383360,2898038784,Windows,OrthogonalMatchingPursuitCV,500,500
